customer_type,age,type_of_travel,class,flight_distance,inflight_wifi_service,departure/arrival_time_convenient,ease_of_online_booking,food_and_drink,online_boarding,seat_comfort,inflight_entertainment,on_board_service,baggage_handling,checkin_service,inflight_service,cleanliness,departure_delay_in_minutes,arrival_delay_in_minutes,satisfaction
0,0.5256410256410257,1,0.5,0.44063004846526654,0.8,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.8,0.6000000000000001,0.8,0.8,0.75,0.8,0.8,0.8,0.0,0.0,0
0,0.6794871794871794,0,1.0,0.15266558966074315,0.4,0.8,0.4,0.4,0.4,0.4,0.8,0.4,0.75,0.4,0.6000000000000001,0.4,0.0728643216080402,0.09154040404040405,0
0,0.34615384615384615,1,0.5,0.09612277867528272,0.2,0.2,0.2,1.0,1.0,1.0,1.0,1.0,1.0,0.8,1.0,1.0,0.000628140703517588,0.0,1
0,0.5897435897435898,1,0.5,0.29664781906300486,1.0,1.0,1.0,0.8,1.0,0.8,0.8,0.8,0.75,0.6000000000000001,0.8,1.0,0.0,0.005681818181818182,1
0,0.46153846153846145,1,0.0,0.11510500807754444,1.0,0.2,0.2,1.0,1.0,1.0,1.0,1.0,0.5,0.2,0.6000000000000001,1.0,0.0,0.0,1
1,0.23076923076923073,1,1.0,0.20072697899838451,0.6000000000000001,0.8,0.8,1.0,0.8,0.8,1.0,0.4,0.0,0.6000000000000001,0.2,1.0,0.0,0.0,0
0,0.3846153846153846,1,0.5,0.030290791599353797,0.4,0.4,0.4,0.6000000000000001,0.8,1.0,1.0,1.0,1.0,0.8,1.0,0.6000000000000001,0.0037688442211055275,0.0,1
0,0.1282051282051282,0,1.0,0.053513731825525046,0.6000000000000001,0.8,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.4,1.0,0.4,1.0,0.4,0.6000000000000001,0.4,0.13756281407035176,0.13194444444444445,0
0,0.5512820512820512,1,0.5,0.37681744749596124,0.2,0.2,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.0,0.0,1
0,0.5128205128205128,1,0.5,0.35521001615508885,1.0,1.0,1.0,0.8,0.8,0.8,1.0,1.0,1.0,0.6000000000000001,1.0,1.0,0.0,0.0,1
0,0.5128205128205128,1,0.5,0.036954765751211635,0.4,0.4,0.4,1.0,1.0,0.8,0.8,0.8,1.0,0.6000000000000001,0.8,1.0,0.0,0.0,1
0,0.15384615384615385,0,1.0,0.27968497576736673,0.0,0.6000000000000001,0.0,0.8,0.0,0.8,0.8,0.4,0.75,0.6000000000000001,0.8,0.8,0.0,0.0,1
0,0.423076923076923,1,0.5,0.033925686591276254,0.4,0.4,0.4,0.8,1.0,0.8,1.0,1.0,0.75,1.0,1.0,0.8,0.002512562814070352,0.0,1
0,0.4358974358974359,1,0.5,0.6013731825525042,0.0,0.0,0.0,0.6000000000000001,0.8,0.8,1.0,1.0,1.0,0.6000000000000001,1.0,0.6000000000000001,0.00314070351758794,0.003787878787878788,1
0,0.41025641025641024,1,0.5,0.2574717285945073,1.0,1.0,1.0,0.6000000000000001,0.8,0.8,0.8,0.8,0.75,0.6000000000000001,0.8,0.8,0.038944723618090454,0.02398989898989899,1
0,0.6538461538461539,1,0.5,0.6447899838449113,0.8,0.8,0.8,1.0,0.8,0.8,0.8,0.8,0.75,0.6000000000000001,0.8,0.6000000000000001,0.001256281407035176,0.0,1
0,0.4871794871794871,1,0.5,0.39176090468497576,0.4,0.4,0.4,0.4,1.0,0.8,0.8,0.8,0.75,0.6000000000000001,0.8,1.0,0.0,0.0,1
0,0.717948717948718,0,0.0,0.036752827140549275,0.8,0.4,0.0,0.4,0.8,0.8,0.4,0.4,0.0,0.6000000000000001,0.4,0.8,0.0,0.0,1
1,0.24358974358974356,1,1.0,0.24353796445880455,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.4,0.25,1.0,0.8,0.8,0.022613065326633167,0.02777777777777778,1
1,0.23076923076923073,1,1.0,0.21082390953150243,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.4,0.6000000000000001,0.4,0.4,0.4,0.5,0.6000000000000001,0.6000000000000001,0.4,0.007537688442211055,0.0321969696969697,0
1,0.3846153846153846,1,1.0,0.05957189014539581,0.6000000000000001,0.4,0.6000000000000001,0.4,0.6000000000000001,0.4,0.4,0.8,0.75,0.2,0.8,0.4,0.002512562814070352,0.003787878787878788,0
0,0.4871794871794871,1,0.5,0.5973344103392569,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.8,0.8,0.8,0.6000000000000001,0.6000000000000001,0.5,0.4,0.6000000000000001,0.6000000000000001,0.0,0.0,0
0,0.1923076923076923,1,0.5,0.6266155088852989,0.4,0.4,0.4,1.0,0.8,1.0,1.0,0.6000000000000001,0.25,0.8,1.0,1.0,0.019472361809045227,0.01767676767676768,1
0,0.2564102564102564,0,0.0,0.16296445880452343,0.8,0.6000000000000001,0.8,1.0,0.8,1.0,1.0,0.4,0.75,0.8,0.6000000000000001,1.0,0.0,0.0,0
0,0.23076923076923073,1,0.5,0.050888529886914384,1.0,1.0,0.6000000000000001,1.0,1.0,1.0,1.0,0.6000000000000001,1.0,0.8,0.8,1.0,0.01256281407035176,0.010101010101010102,1
1,0.3589743589743589,1,1.0,0.0581583198707593,0.6000000000000001,0.2,0.6000000000000001,0.2,0.6000000000000001,0.2,0.2,0.6000000000000001,0.75,0.6000000000000001,0.6000000000000001,0.2,0.0,0.0,0
0,0.47435897435897434,1,0.5,0.06704361873990308,0.4,0.6000000000000001,0.2,1.0,0.6000000000000001,0.6000000000000001,0.4,0.4,0.25,0.2,0.4,0.2,0.000628140703517588,0.0006313131313131314,0
0,0.5512820512820512,1,0.5,0.6756865912762521,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.8,1.0,0.8,0.8,0.8,0.75,0.8,0.8,1.0,0.0,0.0,1
0,0.46153846153846145,1,0.0,0.18840872374798062,0.6000000000000001,0.8,0.8,0.2,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.5,0.8,0.6000000000000001,0.8,0.014447236180904523,0.010101010101010102,0
0,0.423076923076923,1,0.5,0.6583198707592892,0.8,0.8,0.4,0.6000000000000001,0.6000000000000001,0.2,0.8,0.8,0.75,0.4,0.8,0.2,0.0,0.0,1
1,0.5512820512820512,1,0.0,0.017164781906300487,0.6000000000000001,0.8,0.8,0.2,0.6000000000000001,0.2,0.2,0.2,1.0,0.4,1.0,0.2,0.0,0.0,0
1,0.3974358974358974,1,1.0,0.1611470113085622,0.4,0.4,0.4,0.8,0.4,0.8,0.8,1.0,0.0,0.8,1.0,0.8,0.0,0.0,0
0,0.7307692307692307,0,1.0,0.09511308562197093,0.8,0.6000000000000001,0.8,1.0,0.8,1.0,1.0,0.6000000000000001,0.75,0.2,0.8,1.0,0.0,0.0,0
0,0.3333333333333333,0,1.0,0.19668820678513732,1.0,1.0,1.0,0.4,1.0,0.4,0.4,0.6000000000000001,1.0,0.8,1.0,0.4,0.0,0.0,1
0,0.5,1,0.5,0.3517770597738287,1.0,1.0,1.0,0.8,1.0,0.8,1.0,1.0,1.0,0.6000000000000001,1.0,0.8,0.001256281407035176,0.0,1
0,0.34615384615384615,1,0.5,0.3119951534733441,0.8,0.8,0.8,0.6000000000000001,1.0,0.8,1.0,1.0,1.0,0.8,1.0,1.0,0.0,0.0,1
0,0.5897435897435898,1,0.5,0.47193053311793215,0.8,0.8,0.8,0.6000000000000001,0.8,0.8,0.8,0.8,0.75,1.0,0.8,0.6000000000000001,0.0,0.0,1
0,0.2564102564102564,1,0.5,0.34248788368336025,0.6000000000000001,0.6000000000000001,0.6000000000000001,1.0,1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,0.0,0.006313131313131314,1
0,0.5384615384615384,0,1.0,0.05735056542810986,0.4,0.4,0.4,0.4,1.0,1.0,0.6000000000000001,1.0,0.75,1.0,0.6000000000000001,1.0,0.0992462311557789,0.1066919191919192,0
0,0.34615384615384615,1,0.5,0.7732229402261713,1.0,1.0,1.0,0.2,0.8,0.2,0.4,0.4,0.25,0.4,0.4,0.2,0.0,0.003787878787878788,1
0,0.6666666666666666,1,0.5,0.07734248788368336,1.0,1.0,0.8,1.0,1.0,0.8,0.8,0.8,0.75,0.8,0.8,1.0,0.01193467336683417,0.008207070707070708,1
0,0.20512820512820512,1,0.5,0.18053311793214863,0.8,0.8,0.8,1.0,1.0,1.0,1.0,1.0,1.0,0.6000000000000001,0.8,1.0,0.0,0.0,1
0,0.5128205128205128,1,0.5,0.5308966074313409,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.4,1.0,1.0,0.8,0.8,0.75,1.0,0.8,1.0,0.0,0.0,1
0,0.34615384615384615,0,1.0,0.5117124394184168,0.6000000000000001,0.8,0.6000000000000001,0.8,0.6000000000000001,0.8,0.8,0.6000000000000001,0.75,0.6000000000000001,1.0,0.8,0.010050251256281407,0.0643939393939394,0
0,0.5897435897435898,1,0.5,0.053311793214862686,1.0,1.0,1.0,0.8,0.8,0.8,0.8,0.8,0.75,1.0,0.8,0.6000000000000001,0.0,0.0,1
0,0.47435897435897434,1,0.5,0.30573505654281097,0.2,0.6000000000000001,0.2,1.0,0.8,0.2,0.8,0.8,0.75,0.8,0.8,0.4,0.01193467336683417,0.00441919191919192,1
1,0.17948717948717946,1,1.0,0.0840064620355412,0.8,0.6000000000000001,0.8,1.0,0.8,1.0,1.0,0.4,0.0,0.6000000000000001,0.2,1.0,0.0,0.0,1
1,0.23076923076923073,1,0.5,0.11025848142164783,0.8,0.0,0.8,0.4,0.8,0.4,0.4,1.0,1.0,0.8,0.8,0.4,0.016331658291457288,0.01388888888888889,0
0,0.4871794871794871,1,0.5,0.048869143780290794,0.0,0.0,0.0,0.6000000000000001,1.0,1.0,0.4,0.4,0.25,0.6000000000000001,0.4,0.8,0.000628140703517588,0.0,1
0,0.6794871794871794,1,0.5,0.2079967689822294,0.4,0.4,0.4,0.8,0.8,0.8,0.8,0.8,0.75,0.6000000000000001,0.8,0.8,0.01256281407035176,0.0,1
0,0.37179487179487175,1,1.0,0.07714054927302101,0.8,0.4,0.4,0.8,0.8,0.8,0.8,1.0,0.5,1.0,0.8,0.8,0.035175879396984924,0.03282828282828283,1
1,0.14102564102564102,1,1.0,0.2110258481421648,0.4,0.4,0.4,1.0,0.4,1.0,1.0,0.4,0.0,0.8,0.6000000000000001,1.0,0.0,0.0,0
0,0.6025641025641025,1,0.5,0.3075525040387722,0.4,0.4,0.4,0.4,0.8,0.8,0.8,0.8,0.75,0.6000000000000001,0.8,1.0,0.03706030150753769,0.0441919191919192,1
0,0.4358974358974359,1,0.5,0.7148626817447497,0.4,0.4,0.6000000000000001,0.4,1.0,1.0,0.8,0.8,0.75,0.8,0.8,1.0,0.008165829145728644,0.03282828282828283,1
0,0.5128205128205128,0,1.0,0.13065428109854604,0.4,0.4,0.4,1.0,0.4,1.0,1.0,0.2,0.25,0.2,0.4,1.0,0.0,0.0,0
0,0.23076923076923073,1,0.5,0.39196284329563813,1.0,1.0,1.0,0.8,1.0,0.8,0.8,0.8,0.5,0.6000000000000001,1.0,0.8,0.010678391959798994,0.0006313131313131314,1
0,0.4871794871794871,1,0.0,0.13449111470113087,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.8,0.6000000000000001,1.0,0.6000000000000001,0.6000000000000001,0.5,0.6000000000000001,0.6000000000000001,0.4,0.0,0.005050505050505051,1
0,0.5128205128205128,1,1.0,0.16619547657512118,0.6000000000000001,0.4,0.4,1.0,0.2,1.0,0.6000000000000001,0.6000000000000001,0.5,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.0,0.0,1
0,0.5384615384615384,1,0.5,0.2637318255250404,0.2,0.2,0.2,1.0,0.8,1.0,0.4,0.4,0.25,0.6000000000000001,0.4,0.8,0.0,0.0012626262626262627,1
0,0.6025641025641025,1,0.0,0.06078352180936995,0.8,0.2,0.2,0.8,0.8,0.8,0.8,0.4,1.0,0.6000000000000001,1.0,0.8,0.0,0.0,1
1,0.2948717948717948,1,1.0,0.18053311793214863,0.6000000000000001,0.6000000000000001,0.6000000000000001,1.0,0.6000000000000001,1.0,1.0,0.2,0.0,1.0,0.4,1.0,0.0,0.0,0
0,0.4358974358974359,0,1.0,0.053513731825525046,0.4,0.6000000000000001,0.4,0.2,0.4,0.2,0.2,0.4,0.5,0.2,0.6000000000000001,0.2,0.0,0.0,0
0,0.5,1,0.5,0.057148626817447506,0.0,0.0,0.0,0.6000000000000001,0.8,1.0,0.8,0.8,0.75,0.8,0.8,0.6000000000000001,0.0,0.0006313131313131314,1
0,0.5512820512820512,1,1.0,0.19406300484652667,0.8,0.6000000000000001,0.6000000000000001,0.8,0.8,0.8,0.8,1.0,0.25,0.6000000000000001,0.4,0.8,0.0,0.0,1
1,0.3589743589743589,1,0.5,0.32895799676898224,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.0,0.5,1.0,1.0,0.2,0.0,0.0025252525252525255,0
0,0.4358974358974359,1,0.5,0.5676494345718902,0.2,0.8,0.8,0.2,0.6000000000000001,0.8,0.2,0.2,0.0,0.8,0.2,0.6000000000000001,0.000628140703517588,0.0012626262626262627,0
0,0.30769230769230765,1,0.5,0.2041599353796446,0.4,0.6000000000000001,0.6000000000000001,0.4,0.4,0.4,0.4,0.8,0.5,0.6000000000000001,0.6000000000000001,0.4,0.05841708542713568,0.04924242424242425,0
0,0.5769230769230769,1,0.0,0.10521001615508886,1.0,0.8,0.8,0.4,0.2,0.2,1.0,1.0,1.0,0.6000000000000001,1.0,0.6000000000000001,0.02386934673366834,0.021464646464646468,1
0,0.2564102564102564,1,0.5,0.4824313408723748,0.2,0.2,0.2,1.0,1.0,1.0,1.0,0.8,0.75,0.8,1.0,1.0,0.00314070351758794,0.0,1
0,0.7564102564102564,0,1.0,0.07532310177705978,0.2,0.8,0.2,0.4,0.2,0.4,0.4,1.0,0.75,1.0,0.8,0.4,0.00942211055276382,0.006944444444444445,0
0,0.46153846153846145,1,0.5,0.33178513731825526,0.4,0.4,0.4,0.4,0.8,0.4,1.0,1.0,1.0,0.8,1.0,0.4,0.0,0.0,1
0,0.23076923076923073,0,1.0,0.07269789983844911,0.6000000000000001,1.0,0.6000000000000001,1.0,0.6000000000000001,0.2,1.0,0.4,0.75,0.4,0.6000000000000001,1.0,0.000628140703517588,0.0,0
0,0.4358974358974359,1,0.5,0.7845315024232634,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.8,1.0,0.8,1.0,1.0,1.0,1.0,1.0,0.8,0.013190954773869347,0.02398989898989899,1
0,0.47435897435897434,1,0.5,0.1978998384491115,1.0,1.0,1.0,0.6000000000000001,0.8,0.8,1.0,1.0,1.0,0.6000000000000001,1.0,0.8,0.00314070351758794,0.012626262626262628,1
1,0.1923076923076923,1,1.0,0.05512924071082392,0.4,0.6000000000000001,0.4,0.4,0.4,0.4,0.4,0.2,0.75,0.2,0.6000000000000001,0.4,0.0,0.0,0
1,0.28205128205128205,1,1.0,0.12520193861066237,0.4,0.0,0.2,0.8,0.2,0.2,0.8,0.6000000000000001,0.25,0.4,1.0,0.8,0.0,0.0,0
1,0.2564102564102564,1,0.5,0.18275444264943458,0.8,0.8,0.8,0.6000000000000001,0.8,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.75,1.0,0.8,0.6000000000000001,0.0,0.0,1
0,0.03846153846153845,0,1.0,0.04846526655896608,0.2,0.4,0.2,0.8,0.2,1.0,0.8,0.8,0.5,0.2,0.6000000000000001,0.8,0.0,0.0,0
1,0.24358974358974356,1,1.0,0.07390953150242327,0.2,0.2,0.2,1.0,0.2,0.6000000000000001,1.0,0.4,0.25,0.4,0.4,1.0,0.01884422110552764,0.014520202020202022,0
0,0.6923076923076923,1,0.5,0.07512116316639743,0.4,0.8,0.8,0.4,0.4,0.4,0.2,0.8,0.75,0.4,0.6000000000000001,0.4,0.08542713567839195,0.09785353535353536,0
0,0.41025641025641024,1,0.5,0.2798869143780291,0.8,0.8,0.8,0.4,0.8,0.8,1.0,1.0,1.0,0.6000000000000001,1.0,1.0,0.00628140703517588,0.034722222222222224,1
1,0.28205128205128205,1,1.0,0.03210823909531503,0.2,0.6000000000000001,0.2,0.4,0.2,0.4,0.4,1.0,0.5,0.2,1.0,0.4,0.0,0.0,0
0,0.5384615384615384,0,1.0,0.023424878836833602,0.2,0.8,0.0,1.0,0.0,1.0,1.0,1.0,0.5,0.4,0.4,1.0,0.008793969849246231,0.0012626262626262627,0
0,0.3205128205128205,1,0.5,0.05432148626817448,0.0,0.0,0.0,0.8,0.8,0.8,0.8,0.6000000000000001,1.0,0.8,0.8,0.8,0.0,0.0006313131313131314,1
1,0.20512820512820512,1,1.0,0.27019386106623583,0.2,0.2,0.2,0.8,0.2,0.8,0.8,1.0,1.0,0.6000000000000001,0.8,0.8,0.002512562814070352,0.0,0
0,0.3589743589743589,1,0.5,0.035945072697899844,0.4,0.4,0.4,0.2,0.2,0.4,1.0,1.0,1.0,1.0,1.0,0.8,0.000628140703517588,0.0006313131313131314,1
0,0.5897435897435898,1,0.5,0.16882067851373184,0.2,0.2,0.2,0.8,1.0,1.0,0.4,0.4,0.25,0.6000000000000001,0.4,1.0,0.0,0.011994949494949496,1
0,0.5384615384615384,1,0.5,0.4301292407108239,0.6000000000000001,0.8,0.6000000000000001,1.0,1.0,0.8,1.0,1.0,1.0,0.8,1.0,1.0,0.04082914572864322,0.03724747474747475,1
0,0.37179487179487175,1,0.5,0.60016155088853,0.8,0.8,0.8,0.4,0.6000000000000001,0.4,0.8,0.8,0.75,0.6000000000000001,0.8,0.4,0.005025125628140704,0.005681818181818182,0
0,0.6282051282051282,1,0.5,0.27968497576736673,0.2,0.0,0.0,0.4,0.4,0.4,0.2,0.2,0.0,0.8,0.2,0.4,0.026381909547738693,0.014520202020202022,0
0,0.6538461538461539,1,0.5,0.12823101777059775,0.6000000000000001,1.0,0.2,0.2,0.8,0.8,0.6000000000000001,0.6000000000000001,0.5,0.2,0.6000000000000001,0.4,0.0,0.0,0
0,0.30769230769230765,0,1.0,0.03251211631663975,0.4,1.0,0.4,0.2,0.4,0.6000000000000001,0.2,1.0,0.75,0.8,1.0,0.2,0.0,0.0,0
0,0.06410256410256411,0,1.0,0.3473344103392569,0.4,1.0,0.4,0.4,0.4,0.4,0.4,0.2,0.5,0.6000000000000001,0.8,0.4,0.000628140703517588,0.0,0
1,0.37179487179487175,1,1.0,0.02261712439418417,0.6000000000000001,0.8,0.6000000000000001,0.8,0.6000000000000001,0.8,0.8,0.6000000000000001,1.0,0.2,0.6000000000000001,0.8,0.02512562814070352,0.01893939393939394,0
0,0.37179487179487175,1,0.5,0.33481421647819065,0.6000000000000001,0.2,0.2,0.4,0.4,0.6000000000000001,0.8,0.8,0.5,0.4,0.8,0.6000000000000001,0.0,0.0025252525252525255,0
0,0.41025641025641024,1,0.5,0.4531502423263328,0.2,0.2,0.2,0.4,1.0,0.8,0.4,0.4,0.25,0.8,0.4,0.6000000000000001,0.0043969849246231155,0.005681818181818182,1
0,0.11538461538461538,0,1.0,0.048869143780290794,0.6000000000000001,0.8,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,1.0,1.0,0.4,0.6000000000000001,0.031407035175879394,0.047348484848484855,0
0,0.4871794871794871,1,1.0,0.19668820678513732,1.0,0.6000000000000001,1.0,1.0,1.0,1.0,1.0,0.4,0.25,1.0,0.4,1.0,0.0,0.015151515151515152,1
0,0.2948717948717948,1,0.5,0.04361873990306947,1.0,1.0,1.0,0.8,0.8,0.8,0.8,0.6000000000000001,0.25,0.8,0.4,0.8,0.0,0.0,1
0,0.6538461538461539,1,0.5,0.7271809369951535,0.4,0.4,0.4,0.8,0.8,0.8,0.6000000000000001,0.6000000000000001,0.5,0.8,0.6000000000000001,0.8,0.010050251256281407,0.017045454545454548,1
0,0.17948717948717946,1,0.5,0.13368336025848143,0.6000000000000001,0.6000000000000001,0.6000000000000001,1.0,1.0,1.0,1.0,0.2,0.25,0.4,0.2,1.0,0.0,0.0,1
0,0.641025641025641,0,0.0,0.06744749596122779,0.2,1.0,0.2,0.2,1.0,1.0,0.6000000000000001,0.8,0.75,1.0,0.6000000000000001,1.0,0.125,0.12121212121212122,0
1,0.10256410256410255,1,1.0,0.10420032310177707,0.2,0.8,0.2,0.8,0.2,0.6000000000000001,0.8,1.0,0.75,1.0,1.0,0.8,0.0,0.0,0
0,0.6153846153846153,0,1.0,0.24616316639741523,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.2,0.6000000000000001,0.8,0.4,0.4,0.25,0.8,0.4,0.6000000000000001,0.0,0.001893939393939394,0
0,0.07692307692307691,0,1.0,0.03978190630048466,0.6000000000000001,1.0,0.6000000000000001,0.2,0.6000000000000001,0.2,0.2,0.6000000000000001,1.0,1.0,1.0,0.2,0.0,0.0,0
0,0.6538461538461539,1,0.5,0.5210016155088854,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.8,0.8,0.5,0.6000000000000001,0.4,0.6000000000000001,0.0,0.01388888888888889,0
1,0.2564102564102564,1,0.5,0.04442649434571891,0.0,0.0,0.0,0.4,0.0,0.4,0.4,0.6000000000000001,1.0,1.0,0.8,0.4,0.032663316582914576,0.039141414141414144,1
0,0.7564102564102564,0,1.0,0.1304523424878837,0.8,0.6000000000000001,0.8,0.2,1.0,0.4,0.2,0.2,0.0,0.2,0.2,0.2,0.038316582914572864,0.030303030303030304,0
0,0.23076923076923073,1,0.0,0.12096122778675283,0.4,0.8,0.8,0.4,0.4,0.4,0.4,0.2,0.5,0.6000000000000001,0.6000000000000001,0.4,0.0,0.0,0
1,0.41025641025641024,1,0.5,0.03513731825525041,0.2,0.4,0.4,1.0,0.4,1.0,1.0,0.8,0.0,0.6000000000000001,0.6000000000000001,1.0,0.0,0.0,0
0,0.7948717948717948,0,0.0,0.08037156704361875,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.4,0.4,0.8,1.0,1.0,1.0,0.6000000000000001,1.0,0.6000000000000001,0.0,0.0,0
0,0.17948717948717946,0,1.0,0.038772213247172865,0.4,1.0,0.4,0.2,0.4,0.2,0.2,1.0,0.75,0.6000000000000001,0.8,0.2,0.01193467336683417,0.013257575757575758,0
0,0.34615384615384615,1,0.5,0.7296042003231018,1.0,1.0,1.0,0.4,1.0,1.0,0.8,0.8,0.75,1.0,0.8,0.8,0.0043969849246231155,0.0,1
0,0.5128205128205128,1,0.5,0.20052504038772215,0.4,0.4,0.4,1.0,0.8,0.2,0.8,0.8,0.75,0.2,0.8,0.2,0.0,0.0,1
0,0.0,0,0.0,0.04361873990306947,0.4,0.8,0.4,1.0,0.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0
0,0.21794871794871795,0,1.0,0.4244749596122779,0.4,0.8,0.4,1.0,0.4,1.0,1.0,0.6000000000000001,0.75,0.4,0.6000000000000001,1.0,0.0,0.0,0
0,0.17948717948717946,0,1.0,0.05512924071082392,0.2,1.0,0.8,0.2,0.8,0.2,0.2,1.0,0.75,1.0,1.0,0.2,0.0,0.0012626262626262627,0
0,0.28205128205128205,1,0.5,0.7903877221324718,0.2,0.4,0.6000000000000001,0.2,0.2,0.2,0.2,0.8,0.5,0.4,0.6000000000000001,0.2,0.035175879396984924,0.03345959595959596,0
0,0.2948717948717948,0,1.0,0.2845315024232633,0.6000000000000001,0.8,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,1.0,0.75,1.0,0.8,0.6000000000000001,0.0,0.0,0
0,0.46153846153846145,1,0.5,0.41417609046849757,0.4,0.4,0.4,0.6000000000000001,0.8,0.6000000000000001,0.4,0.4,0.25,0.2,0.4,0.6000000000000001,0.010050251256281407,0.006313131313131314,0
0,0.6538461538461539,1,0.5,0.7570678513731827,0.6000000000000001,0.2,0.2,0.2,0.6000000000000001,0.4,0.6000000000000001,0.6000000000000001,0.5,0.2,0.6000000000000001,0.6000000000000001,0.0,0.0,0
0,0.6794871794871794,1,1.0,0.1890145395799677,0.4,1.0,0.2,0.4,0.8,0.8,0.4,0.4,0.25,0.6000000000000001,0.4,0.2,0.0207286432160804,0.015782828282828284,0
